year,imdb,title,clean_test,binary,budget_2013$,domgross_2013$,intgross_2013$,adult,genres,prod_comps,overview,tagline,perc_women_producers,perc_women_directors
2002,tt0259446,My Big Fat Greek Wedding,ok,PASS,6475896,312705749.0,456217193.0,False,"Comedy,Drama,Romance","Ontario Film Development Corporation,Gold Circle Films,HBO,MPH Entertainment Productions,Playtone",A young Greek woman falls in love with a non-Greek and struggles to get her family to accept him while she comes to terms with her heritage and cultural identity.,Love is here to stay... so is her family.,0.3333333333333333,0.0
2002,tt0258000,Panic Room,ok,PASS,62168602,123441416.0,254254517.0,False,"Crime,Drama,Thriller","Columbia Pictures,Hofflund/Polone,Indelible Pictures","Trapped in their New York brownstone's panic room, a hidden chamber built as a sanctuary in the event of break-ins, newly divorced Meg Altman and her young daughter Sarah play a deadly game of cat-and-mouse with three intruders - Burnham, Raoul and Junior - during a brutal home invasion. But the room itself is the focal point because what the intruders really want is inside it.",,0.5,0.0
2002,tt0183649,Phone Booth,notalk,FAIL,14246971,60311590.0,126716628.0,False,Thriller,"Fox 2000 Pictures,Zucker/Netter Productions","A slick New York publicist who picks up a ringing receiver in a phone booth is told that if he hangs up, he'll be killed... and the little red light from a laser rifle sight is proof that the caller isn't kidding.",No options. No lies. No fear. No deals. Just keep talking.,0.0,0.0
2002,tt0238546,Queen of the Damned,ok,PASS,45331273,39254038.0,39254038.0,False,"Drama,Fantasy,Horror","WV Films LLC,Village Roadshow Pictures,NPV Entertainment,Material,Warner Bros. Pictures","Lestat de Lioncourt is awakened from his slumber. Bored with his existence, he has now become this generation's new Rock God. While in the course of time, another has arisen, Akasha, the Queen of the Vampires and the Dammed. He wants immortal fame, his fellow vampires want him eternally dead for his betrayal, and the Queen wants him for her King. Who will be the first to reach him? Who shall win?",This time there are no interviews.,0.0,0.0
2002,tt0252444,Rabbit-Proof Fence,ok,PASS,9066255,8029593.0,21845695.0,False,"Adventure,Drama,History","Rumbalara Films,Showtime Australia,Olsen Levy,Australian Film Finance Corporation","In 1931, three Aboriginal girls escape after being plucked from their homes to be trained as domestic staff, and set off on a trek across the Outback.","Follow Your Heart, Follow the Fence",0.3333333333333333,0.0
2002,tt0296166,Real Women Have Curves,ok,PASS,3885538,7580935.0,7580935.0,False,"Comedy,Drama","LaVoo Productions,Newmarket Films,HBO Films","Freshly graduated from high school, Ana receives a full scholarship to Columbia University. Her very traditional, old-world parents feel that now is the time for Ana to help provide for the family, not the time for college.","Real women take chances, have flaws, embrace life...",0.5,1.0
2002,tt0289765,Red Dragon,notalk,FAIL,101023979,120393928.0,267396769.0,False,"Crime,Drama,Thriller","Universal Pictures,Metro-Goldwyn-Mayer,Dino De Laurentiis Company,Mikona Productions GmbH & Co. KG,Pan Productions,Scott Free Productions","Former FBI Agent Will Graham, who was once almost killed by the savage Hannibal 'The Cannibal' Lecter, now has no choice but to face him again, as it seems Lecter is the only one who can help Graham track down a new serial killer.",Before the Silence.,0.5,0.0
2002,tt0253556,Reign of Fire,notalk,FAIL,77710753,55772984.0,106399210.0,False,"Adventure,Action,Fantasy","The Zanuck Company,Spyglass Entertainment,World 2000 Entertainment,Touchstone Pictures,Tripod Entertainment","In post-apocalyptic England, an American volunteer and a British survivor team up to fight off a brood of fire-breathing dragons seeking to return to global dominance after centuries of rest underground. The Brit -- leading a clan of survivors to hunt down the King of the Dragons -- has much at stake: His mother was killed by a dragon, but his love is still alive.",Fight Fire With Fire,0.25,0.0
2002,tt0120804,Resident Evil,ok,PASS,45331273,51962213.0,134423285.0,False,"Horror,Action,Science Fiction","Impact Pictures,Davis Films,New Legacy Film,Constantin Film,FFA,Filmboard Berlin-Brandenburg (FBB),FilmFernsehFonds Bayern","When a virus leaks from a top-secret facility, turning all resident researchers into ravenous zombies and their lab animals into mutated hounds from hell, the government sends in an elite military task force to contain the outbreak. Alice and Rain are charged with leading the mission. But they only have three hours before the pathogen becomes airborne and infects the world.",A secret experiment. A deadly virus. A fatal mistake.,0.0,0.0
2002,tt0267913,Scooby-Doo,ok,PASS,108795054,198543415.0,357850459.0,False,"Mystery,Adventure,Comedy","Mosaic Media Group,Warner Bros. Pictures","Join the Mystery Inc. gang as they take on their biggest challenge yet! When they're invited to Spooky Island, a popular amusement park, they soon discover that the attractions aren't the only things that are spooky. Strange things are happening, and it's up to Scooby, Shaggy, Fred, Daphne, and Velma to uncover the truth behind the mysterious happenings.",Be afraid. Be kind of afraid.,0.0,0.0
2002,tt0286106,Signs,notalk,FAIL,91572563,295256424.0,528777236.0,False,"Drama,Thriller,Science Fiction,Mystery","Touchstone Pictures,Blinding Edge Pictures,The Kennedy/Marshall Company",A family living on a farm finds mysterious crop circles in their fields which suggests something more frightening to come.,It's not like they didn't warn us.,0.0,0.0
2002,tt0281373,Snow Dogs,notalk,FAIL,41445735,105104690.0,151403896.0,False,"Comedy,Family,Adventure","Walt Disney Pictures,Kerner Entertainment Company,Galapagos Productions,Winterdance Productions Ltd.","When a Miami dentist inherits a team of sled dogs, he's got to learn the trade or lose his pack to a crusty mountain man.",Get ready for mush hour!,0.0,0.0
2002,tt0307479,Solaris,notalk,FAIL,60873423,19388882.0,19388882.0,False,"Drama,Science Fiction,Mystery","Lightstorm Entertainment,20th Century Fox",A troubled psychologist is sent to investigate the crew of an isolated research station orbiting a bizarre planet.,How far will you go for a second chance?,0.0,0.0
2002,tt0145487,Spider-Man,notalk,FAIL,180029911,522872106.0,1064074398.0,False,"Fantasy,Action","Marvel Enterprises,Laura Ziskin Productions","After being bitten by a genetically altered spider at Oscorp, nerdy but endearing high school student Peter Parker is endowed with amazing powers to become the superhero known as Spider-Man.",With great power comes great responsibility.,0.5,0.0
2002,tt0166813,Spirit: Stallion of the Cimarron,nowomen,FAIL,103614337,94826948.0,137956416.0,False,"Western,Animation,Adventure,Comedy,Family,Drama","DreamWorks Animation,DreamWorks Pictures","As a wild stallion travels across the frontiers of the Old West, he befriends a young human and finds true love with a mare.",Leader. Hero. Legend.,0.5,0.5
2002,tt0283003,Spun,ok,PASS,5828306,531336.0,1324514.0,False,"Comedy,Crime,Drama","Muse Productions,Brink Films,Little Magic Films,Saggitaire,Stone Canyon Entertainment,Silver Nitrate","Over the course of three days Ross, a college dropout addicted to crystal-meth, encounters a variety of oddball folks - including a stripper named Nikki and her boyfriend, the local meth producer, The Cook - but all he really wants to do is hook up with his old girlfriend, Amy.",The ultimate speed freak's tale.,0.0,0.0
2002,tt0287717,Spy Kids 2: Island of Lost Dreams,ok,PASS,49216810,111186338.0,155060534.0,False,"Action,Adventure,Family,Comedy,Science Fiction","Dimension Films,Troublemaker Studios","Exploring the further adventures of Carmen and Juni Cortez, who have now joined the family spy business as Level 2 OSS agents. Their new mission is to save the world from a mad scientist living on a volcanic island populated by an imaginative menagerie of creatures. On this bizarre island, none of the Cortez's gadgets work and they must rely on their wits--and each other--to survive and save the day.",Little Spies. Big Attitudes.,0.5,0.0
2002,tt0253754,Star Trek: Nemesis,notalk,FAIL,77710753,56022212.0,87182173.0,False,"Science Fiction,Action,Adventure,Thriller","Paramount,Digital Image Associates","En route to the honeymoon of William Riker to Deanna Troi on her home planet of Betazed, Captain Jean-Luc Picard and the crew of the U.S.S. Enterprise receives word from Starfleet that a coup has resulted in the installation of a new Romulan political leader, Shinzon, who claims to seek peace with the human-backed United Federation of Planets. Once in enemy territory, the captain and his crew make a startling discovery: Shinzon is human, a slave from the Romulan sister planet of Remus, and has a secret, shocking relationship to Picard himself.",A generation's final journey... begins.,0.0,0.0
2002,tt0121765,Star Wars: Episode II - Attack of the Clones,dubious,FAIL,148945610,402382056.0,850538512.0,False,"Adventure,Action,Science Fiction",Lucasfilm,"Following an assassination attempt on Senator Padmé Amidala, Jedi Knights Anakin Skywalker and Obi-Wan Kenobi investigate a mysterious plot that could change the galaxy forever.",A Jedi Shall Not Know Anger. Nor Hatred. Nor Love.,0.0,0.0
2002,tt0180052,The Adventures of Pluto Nash,men,FAIL,129517922,5713168.0,9189290.0,False,"Action,Comedy,Science Fiction","Village Roadshow Pictures,Castle Rock Entertainment,NPV Entertainment","The year is 2087, the setting is the moon. Pluto Nash, the high-flying successful owner of the hottest nightclub in the universe, finds himself in trouble when he refuses to sell his club to lunar gangster Mogan, who just happens to be helping the mysterious Rex Crater mastermind a plan to take over the entire moon.",The MAN on the Moon.,0.0,0.0
2002,tt0280460,The Banger Sisters,ok,PASS,12951792,39252065.0,49303870.0,False,"Comedy,Drama",Fox Searchlight Pictures,"In the late '60s, the self-proclaimed belles of the rock 'n' roll ball, rocked the worlds of every music legend whose pants they could take off -- and they have the pictures to prove it. But it's been more than two decades since the Banger Sisters earned their nickname -- or even laid eyes on each other. Their reunion is the collision of two women's worlds; one who's living in the past, and one who's hiding from it. Together they learn to live in the moment.",Some friendships last forever... like it or not.,0.5,0.0
2002,tt0258463,The Bourne Identity,notalk,FAIL,77710753,157324072.0,276261727.0,False,"Action,Drama,Mystery,Thriller","Universal Pictures,Hypnotic,Kalima Productions GmbH & Co. KG,Stillking Films,The Kennedy/Marshall Company","Wounded to the brink of death and suffering from amnesia, Jason Bourne is rescued at sea by a fisherman. With nothing to go on but a Swiss bank account number, he starts to reconstruct his life, but finds that many people he encounters want him dead. However, Bourne realizes that he has the combat and mental skills of a world-class spy—but who does he work for?",He was the perfect weapon until he became the target.,0.0,0.0
2002,tt0238924,The Dangerous Lives of Altar Boys,notalk,FAIL,15542151,2304492.0,2304492.0,False,"Comedy,Drama","Trilogy Entertainment Group,Egg Pictures,Initial Entertainment Group","A group of Catholic school friends, after being caught drawing an obscene comic book, plan a heist that will outdo their previous prank and make them local legends.","Forgive me father, for I am 14.",,0.0
2002,tt0279113,The Good Girl,ok,PASS,10361434,18156206.0,21831701.0,False,"Drama,Comedy,Romance","Hungry Eye Lowland Pictures B.V.,Fox Searchlight Pictures,Flan de Coco Films",A discount store clerk strikes up an affair with a stock boy who considers himself the incarnation of Holden Caulfield.,It's her last best chance... is she going to take it?,0.6666666666666666,0.0
2002,tt0274558,The Hours,ok,PASS,32379480,53977881.0,125671845.0,False,Drama,"Paramount,Miramax,Scott Rudin Productions","""The Hours"" is the story of three women searching for more potent, meaningful lives. Each is alive at a different time and place, all are linked by their yearnings and their fears. Their stories intertwine, and finally come together in a surprising, transcendent moment of shared recognition.",The time to hide is over. The time to regret is gone. The time to live is now.,0.0,0.0
2002,tt0278500,The Importance of Being Earnest,ok,PASS,19427688,10851194.0,10851194.0,False,"Comedy,Drama,History,Romance","Ealing Studios,Miramax","Two young gentlemen living in 1890s England use the same pseudonym (""Ernest"") on the sly, which is fine until they both fall in love with women using that name, which leads to a comedy of mistaken identities...",Everybody Loves Ernest... But Nobody's Quite Sure Who He Really Is.,0.0,0.0
2002,tt0167261,The Lord of the Rings: The Two Towers,notalk,FAIL,121746846,443662324.0,1200694576.0,False,"Adventure,Fantasy,Action","New Line Cinema,WingNut Films,The Saul Zaentz Company","Frodo and Sam are trekking to Mordor to destroy the One Ring of Power while Gimli, Legolas and Aragorn search for the orc-captured Merry and Pippin. All along, nefarious wizard Saruman awaits the Fellowship members at the Orthanc Tower in Isengard.",A New Power Is Rising.,0.3333333333333333,0.0
2002,tt0289408,The Powerpuff Girls,ok,PASS,32379480,14780124.0,21274227.0,False,"Animation,Action,Family","Cartoon Network Studios,Village Roadshow Pictures,Warner Bros. Pictures","Based on the hit animated television series, this feature film adaptation tells the story of how Blossom, Bubbles and Buttercup - three exuberant young girls - obtain their unique powers, become superheroes and join forces to foil evil mutant monkey Mojo Jojo's plan to take over the world.",Saving the world before bedtime!,0.0,0.0
2002,tt0258068,The Quiet American,men,FAIL,25903584,16821330.0,34125645.0,False,"Romance,Thriller,Drama","Mirage Enterprises,IMF Internationale Medien und Film GmbH & Co. 2. Produktions KG,Giai Phong Film Studio,Saga Pictures","In early 1950s Vietnam, a young American becomes entangled in a dangerous love triangle when he falls for the beautiful mistress of a British journalist. As war is waged around them, the trio sinks deeper into a world of drugs, passion, and betrayal where nothing is as it seems.","In war, the most powerful weapon is seduction.",0.0,0.0
2002,tt0298130,The Ring,ok,PASS,62168602,167199897.0,321487424.0,False,"Horror,Mystery","BenderSpink,Parkes+MacDonald Image Nation,DreamWorks Pictures",Rachel Keller is a journalist investigating a videotape that may have killed four teenagers. There is an urban legend about this tape: the viewer will die seven days after watching it. Rachel tracks down the video... and watches it. Now she has just seven days to unravel the mystery of the Ring so she can save herself and her son.,"Before you die, you see…",0.5,0.0
2002,tt0292644,The Rules of Attraction,dubious,FAIL,5180717,8452031.0,15281897.0,False,"Drama,Romance,Comedy","Kingsgate Films,Roger Avary Filmproduktion GmbH,Lionsgate","The incredibly spoiled and overprivileged students of Camden College are a backdrop for an unusual love triangle between a drug dealer, a virgin and a bisexual classmate.",We all run on instinct,0.0,0.0
2002,tt0304669,The Santa Clause 2,notalk,FAIL,84186649,180322432.0,223840454.0,False,"Fantasy,Comedy,Family","Walt Disney Pictures,Outlaw Productions,Boxing Cat Films","Better watch out! The big guy in red is coming to town once again. This time, Scott Calvin -- also known as Santa Claus -- finds out there's an obscure clause in his contract requiring him to take on a wife. He has to leave the North Pole to fulfill his obligations, or else he'll be forced to give up his Yuletide gig.",What's Christmas Fun without some Reindeer Games?,0.0,0.0
2002,tt0253867,The Sweetest Thing,ok,PASS,55692706,31641581.0,57808305.0,False,"Romance,Comedy",Konrad Pictures,"Christina's love life is stuck in neutral. After years of avoiding the hazards of a meaningful relationship, one night while club-hopping with her girlfriends, she meets Peter, her perfect match. Fed up with playing games, she finally gets the courage to let her guard down and follow her heart, only to discover that Peter has suddenly left town. Accompanied by Courtney, she sets out to capture the one that got away.",A romantic comedy without the sugar.,1.0,0.0
2002,tt0293662,The Transporter,nowomen,FAIL,27198764,32763432.0,56895840.0,False,"Action,Crime,Thriller","TF1 Films Production,EuropaCorp,Current Entertainment,Canal+","Former Special Forces officer, Frank Martin will deliver anything to anyone for the right price, and his no-questions-asked policy puts him in high demand. But when he realizes his latest cargo is alive, it sets in motion a dangerous chain of events. The bound and gagged Lai is being smuggled to France by a shady American businessman, and Frank works to save her as his own illegal activities are uncovered by a French detective.",Rules are made to be broken.,0.0,0.0
2002,tt0290095,The Tuxedo,nowomen,FAIL,77710753,65517936.0,135255080.0,False,"Thriller,Action,Comedy,Science Fiction","Vanguard Films,Parkes+MacDonald Image Nation,Blue Train Productions,DreamWorks Pictures","Cabbie-turned-chauffeur Jimmy Tong learns there is really only one rule when you work for playboy millionaire Clark Devlin : Never touch Devlin's prized tuxedo. But when Devlin is temporarily put out of commission in an explosive accident, Jimmy puts on the tux and soon discovers that this extraordinary suit may be more black belt than black tie. Paired with a partner as inexperienced as he is, Jimmy becomes an unwitting secret agent.",Suit up for action!,0.0,0.0
2002,tt0133240,Treasure Planet,notalk,FAIL,129517922,49372949.0,118897452.0,False,"Adventure,Animation,Family,Fantasy,Science Fiction","Walt Disney Pictures,Walt Disney Feature Animation","When space galleon cabin boy Jim Hawkins discovers a map to an intergalactic ""loot of a thousand worlds,"" a cyborg cook named John Silver teaches him to battle supernovas and space storms on their journey to find treasure.",Find your place in the universe.,0.0,0.0
2002,tt0283084,Tuck Everlasting,ok,PASS,19427688,24818223.0,25054743.0,False,"Drama,Family,Fantasy,Romance",Walt Disney Pictures,"Teenager Winnie Foster is growing up in a small rural town in 1914 with her loving but overprotective parents, but Winnie longs for a life of greater freedom and adventure.","If you could choose to live forever, would you?",0.0,0.0
2002,tt0313737,Two Weeks Notice,ok,PASS,77710753,120911349.0,257796757.0,False,"Comedy,Romance","Fortis Films,Castle Rock Entertainment,Village Roadshow Pictures,NPV Entertainment","Dedicated environmental lawyer Lucy Kelson goes to work for billionaire George Wade as part of a deal to preserve a community center. Indecisive and weak-willed George grows dependent on Lucy's guidance on everything from legal matters to clothing. Exasperated, Lucy gives notice and picks Harvard graduate June Carter as her replacement. As Lucy's time at the firm nears an end, she grows jealous of June and has second thoughts about leaving George.",Over. Done. Finished. A comedy about love at last glance.,1.0,0.0
2002,tt0277434,We Were Soldiers,ok,PASS,90662545,101179654.0,148502998.0,False,"Action,History,War","Wheelhouse Entertainment,Icon Entertainment International,Motion Picture Production GmbH & Co. Erste KG",The story of the first major battle of the American phase of the Vietnam War and the soldiers on both sides that fought it.,"400 U.S paratroopers. 4,000 Vietnamese soldiers. 12,000 miles away from home. 1 man led them into battle.",0.0,0.0
2002,tt0298228,Whale Rider,ok,PASS,5569271,26913392.0,51667906.0,False,"Drama,Family","South Pacific Pictures,Pandora Film","On the east coast of New Zealand, the Whangara people believe their presence there dates back a thousand years or more to a single ancestor, Paikea, who escaped death when his canoe capsized by riding to shore on the back of a whale. From then on, Whangara chiefs, always the first-born, always male, have been considered Paikea's direct descendants. Pai, an 11-year-old girl in a patriarchal New Zealand tribe, believes she is destined to be the new chief. But her grandfather Koro is bound by tradition to pick a male leader. Pai loves Koro more than anyone in the world, but she must fight him and a thousand years of tradition to fulfill her destiny.",In the ways of the ancients she found a hope for the future.,0.0,1.0
2002,tt0283139,White Oleander,ok,PASS,20722867,21186244.0,28050694.0,False,Drama,"John Wells Productions,Gaylord Films,Oleandor Productions,Warner Bros. Pictures,Pandora Film",A teenager journeys through a series of foster homes after her mother goes to prison for committing a crime of passion.,,0.0,0.0
2002,tt0295701,xXx,notalk,FAIL,90662545,183824786.0,346071886.0,False,"Action,Adventure,Thriller","Columbia Pictures,Original Film,Revolution Studios,Sony Pictures","Xander Cage is your standard adrenaline junkie with no fear and a lousy attitude. When the US Government ""recruits"" him to go on a mission, he's not exactly thrilled. His mission: to gather information on an organization that may just be planning the destruction of the world, led by the nihilistic Yorgi.",A New Breed Of Secret Agent.,0.0,0.0
2001,tt0268978,A Beautiful Mind,notalk,FAIL,102635985,224626742.0,418002230.0,False,"Drama,Romance","Universal Pictures,Imagine Entertainment,DreamWorks Pictures","John Nash is a brilliant but asocial mathematician fighting schizophrenia. After he accepts secret work in cryptography, his life takes a turn for the nightmarish.",He saw the world in a way no one could have imagined.,0.5,0.0
2001,tt0183790,A Knight&#39;s Tale,men,FAIL,53949684,73797860.0,132403823.0,False,"Adventure,Drama,Romance,Action","Columbia Pictures,Escape Artists,Finestkind,Black and Blu Entertainment","William Thatcher, a knight's peasant apprentice, gets a chance at glory when the knight dies suddenly mid-tournament. Posing as a knight himself, William won't stop until he's crowned tournament champion—assuming matters of the heart don't get in the way.",He Will Rock You,0.0,0.0
2001,tt0164334,Along Came A Spider,ok,PASS,36843687,97449838.0,138373157.0,False,"Crime,Mystery,Thriller,Action","Paramount,AZL Productions KG,David Brown Productions,MFP Munich Film Partners,Phase 1 Productions,Revelations Entertainment","After the harrowing death of his partner, detective and best-selling author Alex Cross has retreated to the peace of retirement. But when a brilliant criminal kidnaps a senator's young daughter, Alex is lured back into action. Teamed with the Secret Service agent assigned to protect the missing girl, Alex follows a serpentine trail of clues that leads him to a stunning discovery - the kidnapper wants more than just ransom.",The game is far from over.,0.0,0.0
2001,tt0244000,American Outlaws,notalk,FAIL,46054609,17454678.0,17454678.0,False,"Western,Action",Morgan Creek Productions,"When a Midwest town learns that a corrupt railroad baron has captured the deeds to their homesteads without their knowledge, a group of young ranchers join forces to take back what is rightfully theirs. They will become the object of the biggest manhunt in the history of the Old West and, as their fame grows, so will the legend of their leader, a young outlaw by the name of Jesse James.",Sometimes the wrong side of the law is the right place to be.,0.0,0.0
2001,tt0218817,Antitrust,men,FAIL,39475379,14428526.0,23507863.0,False,"Action,Crime,Drama","Industry Entertainment,Epsilon Motion Pictures,Hyde Park Films,Metro-Goldwyn-Mayer",A computer programmer's dream job at a hot Portland-based firm turns nightmarish when he discovers his boss has a secret and ruthless means of dispatching anti-trust problems.,Truth can be dangerous...Trust can be deadly.,0.0,0.0
2001,tt0212720,Artificial Intelligence: AI,notalk,FAIL,118426136,103447452.0,310408061.0,False,"Drama,Science Fiction,Adventure","Amblin Entertainment,Stanley Kubrick Productions,DreamWorks Pictures,Warner Bros. Pictures","David, a robotic boy—the first of his kind programmed to love—is adopted as a test case by a Cybertronics employee and his wife. Though he gradually becomes their child, a series of unexpected circumstances make this life impossible for David.","David is 11 years old. He weighs 60 pounds. He is 4 feet, 6 inches tall. He has brown hair. His love is real. But he is not.",0.6666666666666666,0.0
2001,tt0230011,Atlantis: The Lost Empire,notalk,FAIL,118426136,110600487.0,244811851.0,False,"Animation,Family,Adventure,Science Fiction","Walt Disney Pictures,Walt Disney Feature Animation","The world's most highly qualified crew of archaeologists and explorers is led by historian Milo Thatch as they board the incredible 1,000-foot submarine Ulysses and head deep into the mysteries of the sea. The underwater expedition takes an unexpected turn when the team's mission must switch from exploring Atlantis to protecting it.",Atlantis is waiting...,0.0,0.0
2001,tt0265086,Black Hawk Down,nowomen,FAIL,125005366,142951853.0,210128869.0,False,"Action,History,War","Jerry Bruckheimer Films,Revolution Studios,Scott Free Productions","When U.S. Rangers and an elite Delta Force team attempt to kidnap two underlings of a Somali warlord, their Black Hawk helicopters are shot down, and the Americans suffer heavy casualties, facing intense fighting from the militia on the ground.",Leave No Man Behind.,0.0,0.0
2001,tt0221027,Blow,notalk,FAIL,39475379,69727697.0,109586673.0,False,"Crime,Drama","New Line Cinema,Spanky Pictures,Apostle","A boy named George Jung grows up in a struggling family in the 1950's. His mother nags at her husband as he is trying to make a living for the family. It is finally revealed that George's father cannot make a living and the family goes bankrupt. George does not want the same thing to happen to him, and his friend Tuna, in the 1960's, suggests that he deal marijuana. He is a big hit in California in the 1960's, yet he goes to jail, where he finds out about the wonders of cocaine. As a result, when released, he gets rich by bringing cocaine to America. However, he soon pays the price.",Based on a True Story.,0.0,0.0
2001,tt0243155,Bridget Jones&#39;s Diary,ok,PASS,32896149,94083718.0,370446373.0,False,"Comedy,Romance,Drama","Working Title Films,Little Bird","A chaotic Bridget Jones meets a snobbish lawyer, and he soon enters her world of imperfections.",Health Warning: Adopting Bridget's lifestyle could seriously damage your health.,0.0,1.0
2001,tt0260866,Don&#39;t Say A Word,ok,PASS,65792298,72368206.0,137490616.0,False,"Thriller,Mystery","Village Roadshow Pictures,NPV Entertainment,Regency Enterprises,Kopelson Entertainment,Epsilon Motion Pictures,New Regency Pictures,Furthur Films,20th Century Fox","When the daughter of a psychiatrist is kidnapped, he's horrified to discover that the abductors' demand is that he break through to a post traumatic stress disorder suffering young woman who knows a secret..",...I'll never tell.,0.3333333333333333,0.0
2001,tt0246578,Donnie Darko,dubious,FAIL,5921307,1671811.0,10127447.0,False,"Fantasy,Drama,Mystery","Flower Films,Gaylord Films,Adam Fields Productions,Pandora Cinema","After narrowly escaping a bizarre accident, a troubled teenager is plagued by visions of a large bunny rabbit that manipulates him to commit a series of crimes.","28 days, 6 hours, 42 minutes, 12 seconds... that is when the world will end.",0.3333333333333333,0.0
2001,tt0240462,Dr. Dolittle 2,ok,PASS,94740909,148625750.0,231722738.0,False,"Comedy,Family,Romance,Fantasy","Joseph M. Singer Entertainment,Davis Entertainment,20th Century Fox","A group of beavers ask Dr. Dolittle to save their habitat from loggers. The only hope is to get the forest preserved because it's the home of a protected bear, but there's a problem: the bear's the only bear in the forest, so she can't reproduce. Undaunted, Dolittle persuades a circus bear to help out, but he has to teach him not just the ways of the wild, but the wiles of lady bears too.",The doctor is in again.,0.0,0.0
2001,tt0251075,Evolution,ok,PASS,105267677,50411551.0,129402834.0,False,"Comedy,Science Fiction,Action","Columbia Pictures,DreamWorks Pictures,The Montecito Picture Company","A comedy that follows the chaos that ensues when a meteor hits the Earth carrying alien life forms that give new meaning to the term ""survival of the fittest."" David Duchovny, Orlando Jones, Seann William Scott, and Julianne Moore are the only people standing between the aliens and world domination... which could be bad news for the Earth.",Coming to wipe that silly smile off your planet.,0.0,0.0
2001,tt0120681,From Hell,dubious,FAIL,46054609,41578506.0,90414888.0,False,"Horror,Mystery,Thriller","Underworld Entertainment,20th Century Fox",Frederick Abberline is an opium-huffing inspector from Scotland Yard who falls for one of Jack the Ripper's prostitute targets in this Hughes brothers adaption of a graphic novel that posits the Ripper's true identity.,Only the legend will survive.,0.5,0.0
2001,tt0162346,Ghost World,ok,PASS,7237153,8181731.0,11528926.0,False,"Comedy,Drama","Mr. Mudd Production,Jersey Films,Granada Productions,Capitol Films,United Artists,Advanced Medien","Two quirky, cynical teenaged girls try to figure out what to do with their lives after high school graduation. After they play a prank on an eccentric, middle aged record collector, one of them befriends him, which causes a rift in the girls' friendship.",Accentuate the negative.,0.3333333333333333,0.0
2001,tt0280707,Gosford Park,ok,PASS,23685227,54344576.0,54344576.0,False,"Drama,Mystery,Thriller","Sandcastle 5,Chicagofilms,Medusa Film","In 1930’s England, a group of pretentious rich and famous gather together for a weekend of relaxation at a hunting resort. But when a murder occurs, each one of these interesting characters becomes a suspect.",Tea at four. Dinner at eight. Murder at midnight.,0.0,0.0
2001,tt0212985,Hannibal,ok,PASS,114478598,217235991.0,460678038.0,False,"Crime,Drama,Thriller","Dino De Laurentiis Company,Universal Pictures,Scott Free Productions,Metro-Goldwyn-Mayer","After having successfully eluded the authorities for years, Hannibal peacefully lives in Italy in disguise as an art scholar. Trouble strikes again when he's discovered leaving a deserving few dead in the process. He returns to America to make contact with now disgraced Agent Clarice Starling, who is suffering the wrath of a malicious FBI rival as well as the media.","His genius undeniable. His evil, unspeakable.",0.3333333333333333,0.0
2001,tt0241527,Harry Potter and the Sorcerer&#39;s Stone,ok,PASS,164480745,417880504.0,1282627914.0,False,"Adventure,Fantasy","Warner Bros. Pictures,Heyday Films,1492 Pictures","Harry Potter has lived under the stairs at his aunt and uncle's house his whole life. But on his 11th birthday, he learns he's a powerful wizard—with a place waiting for him at the Hogwarts School of Witchcraft and Wizardry. As he learns to harness his newfound powers with the help of the school's kindly headmaster, Harry uncovers the truth about his parents' deaths—and about the villain who's to blame.",Let the magic begin.,0.0,0.0
2001,tt0248845,Hedwig and the Angry Inch,ok,PASS,7895076,4036110.0,4794811.0,False,"Comedy,Music,Drama","New Line Cinema,Killer Films","Raised a boy in East Berlin, Hedwig undergoes a personal transformation in order to emigrate to the U.S., where she reinvents herself as an “internationally ignored” but divinely talented rock diva, inhabiting a “beautiful gender of one.”",An anatomically incorrect rock odyssey,0.6666666666666666,0.0
2001,tt0253126,High Heels and Low Lifes,ok,PASS,13158460,298423.0,298423.0,False,"Action,Crime,Comedy","Fragile Films,Touchstone Pictures",A nurse eavesdrops with a friend on a cell phone conversation that describes a bank heist. She and the friend then conspire to blackmail the robbers for $2 million.,They're not bad girls. They're just behaving that way.,0.5,0.0
2001,tt0160399,Impostor,nowomen,FAIL,52633838,8045394.0,8045394.0,False,"Action,Science Fiction,Thriller","Dimension Films,Marty Katz Productions,Mojo Films,PK Pictures",A top-secret government weapons designer is arrested by a clandestine government organization on suspicion of being a clone created by the hostile alien race wanting to take over Earth.,"In the Future, not everyone is who they seem to be.",0.0,0.0
2001,tt0211443,Jason X,ok,PASS,18421843,17265945.0,22305955.0,False,"Horror,Science Fiction","Crystal Lake Entertainment,Sean S. Cunningham Films","In the year 2455, Old Earth is now a contaminated planet abandoned for centuries -- a brown world of violent storms, toxic landmasses and poisonous seas. Yet humans have returned to the deadly place that they once fled, not to live, but to research the ancient, rusting artifacts of the long-gone civilizations. But it's not the harmful environment that could prove fatal to the intrepid, young explorers who have just landed on Old Earth. For them, it's Friday the 13th, and Jason lives!",Evil has an upgrade.,0.0,0.0
2001,tt0261392,Jay and Silent Bob Strike Back,ok,PASS,28948611,39553522.0,44426118.0,False,Comedy,"Dimension Films,View Askew Productions,Miramax","When Jay and Silent Bob learn that their comic-book alter egos, Bluntman and Chronic, have been sold to Hollywood as part of a big-screen movie that leaves them out of any royalties, the pair travels to Tinseltown to sabotage the production.",Hollywood had it coming,0.0,0.0
